mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_modelo__C,param_modelo__penalty,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
19.084257046381634,2.0088955989830692,0.11407860120137532,0.0009365493170168408,1.0,l2,"{'modelo__C': 1, 'modelo__penalty': 'l2'}",0.7001107770216807,0.7063856758041515,0.704027744935761,0.7035080659205311,0.002587938483518768,1
19.21662402153015,2.3190668371065146,0.13529102007548013,0.02537569456775257,10.0,l2,"{'modelo__C': 10, 'modelo__penalty': 'l2'}",0.6998339001819188,0.7067300079176564,0.7039255872615482,0.7034964984537079,0.002831626550175157,2
25.154661575953167,2.770562376221967,0.1083517074584961,0.0019206844863966278,10.0,l1,"{'modelo__C': 10, 'modelo__penalty': 'l1'}",0.6997310552127828,0.7066276031356402,0.7038701032553007,0.7034095872012411,0.0028342723451945818,3
48.40753245353699,15.14446186004841,0.11171603202819824,0.0019035889107805865,1.0,l1,"{'modelo__C': 1, 'modelo__penalty': 'l1'}",0.6996913824483659,0.7064227449116972,0.7034700315457413,0.7031947196352681,0.002754954039449977,4
12.554263353347778,1.182819563573546,0.11823225021362305,0.0027982027185412144,0.1,l2,"{'modelo__C': 0.1, 'modelo__penalty': 'l2'}",0.6991045249227356,0.7050405469868024,0.7018348623853211,0.7019933114316198,0.00242595947499497,5
24.350452423095703,2.4543853282892965,0.1183911959330241,0.0028858575960444242,0.1,l1,"{'modelo__C': 0.1, 'modelo__penalty': 'l1'}",0.6990568280890862,0.7040127135478744,0.7028905386194914,0.7019866934188173,0.0021217763438910087,6
