ranking_final,modelo,penalty,C,umbral,accuracy_train,precision_train,recall_train,specificity_train,f1_train,roc_auc_train,accuracy_test,precision_test,recall_test,specificity_test,f1_test,roc_auc_test,tn_test,fp_test,fn_test,tp_test,tiempo_fit_segundos,memoria_pico_fit_mb,numero_parametros,log_likelihood_train,aic,bic,rank_f1,rank_roc_auc,rank_bic,rank_tiempo,rank_memoria,puntaje_global
1,penalty=l2_C=10_umbral=0.50,l2,10.0,0.5,0.816414191094498,0.7588652482269503,0.6581213403532943,0.8955080766110196,0.7049119848213344,0.880939667242763,0.8191475409836065,0.7622488146308422,0.6644361346191695,0.8964499950830956,0.7099894847528917,0.8846830040529963,9116,1053,1705,3376,30.896724999998696,70.76964378356934,70,-24505.306893682075,49150.61378736415,49781.91323707059,2.0,1.0,3.0,4.0,1.0,11.0
