conjunto,accuracy,precision,recall,specificity,f1,roc_auc,tn,fp,fn,tp
train,0.8164797691651912,0.7590963274110234,0.658022929685578,0.8956555946205099,0.7049551924090669,0.8809332154923274,36429,4244,6950,13373
