support,itemsets
0.03707056989085056,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'voteAvg_voteAvg=(6.4, 10.0]'})"
0.07756149087068055,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'releaseYear_releaseYear=(2016.0, 2025.0]', 'voteAvg_voteAvg=(6.4, 10.0]'})"
0.1421457673155274,"frozenset({'voteAvg_voteAvg=(6.4, 10.0]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.04984658719380313,"frozenset({'voteAvg_voteAvg=(6.4, 10.0]', 'releaseYear_releaseYear=(2016.0, 2025.0]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.23117549419043307,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'runtime_runtime=(-0.001, 20.0]', 'popularity_popularity=(-0.001, 0.0997]', 'voteAvg_voteAvg=(-0.001, 6.4]'})"
0.18052411850510539,"frozenset({'runtime_runtime=(-0.001, 20.0]', 'popularity_popularity=(-0.001, 0.0997]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.0506513756853277,"frozenset({'runtime_runtime=(-0.001, 20.0]', 'popularity_popularity=(-0.001, 0.0997]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'releaseYear_releaseYear=(2025.0, 2026.0]'})"
0.19501031135254765,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'runtime_runtime=(-0.001, 20.0]', 'popularity_popularity=(-0.001, 0.0997]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.05457471958150999,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'runtime_runtime=(-0.001, 20.0]', 'popularity_popularity=(-0.001, 0.0997]', 'releaseYear_releaseYear=(2025.0, 2026.0]'})"
0.06372918867260198,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'popularity_popularity=(0.0997, 16.712]', 'runtime_runtime=(-0.001, 20.0]', 'voteAvg_voteAvg=(-0.001, 6.4]'})"
0.04340827926160656,"frozenset({'popularity_popularity=(0.0997, 16.712]', 'runtime_runtime=(-0.001, 20.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.0506513756853277,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'popularity_popularity=(0.0997, 16.712]', 'runtime_runtime=(-0.001, 20.0]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.02389215834213571,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'popularity_popularity=(0.0997, 16.712]', 'runtime_runtime=(-0.001, 20.0]', 'releaseYear_releaseYear=(2025.0, 2026.0]'})"
0.22609526683768422,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'runtime_runtime=(-0.001, 20.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.07011719732407827,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'runtime_runtime=(-0.001, 20.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'releaseYear_releaseYear=(2025.0, 2026.0]'})"
0.023791559780695137,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'runtime_runtime=(-0.001, 20.0]', 'releaseYear_releaseYear=(2016.0, 2025.0]', 'voteAvg_voteAvg=(6.4, 10.0]'})"
0.0640309843569237,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'runtime_runtime=(20.0, 97.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'popularity_popularity=(-0.001, 0.0997]'})"
0.048488506614355414,"frozenset({'popularity_popularity=(-0.001, 0.0997]', 'runtime_runtime=(20.0, 97.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.05120466777325084,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'releaseYear_releaseYear=(2016.0, 2025.0]', 'runtime_runtime=(20.0, 97.0]', 'popularity_popularity=(-0.001, 0.0997]'})"
0.0735375484130577,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'popularity_popularity=(0.0997, 16.712]', 'runtime_runtime=(20.0, 97.0]', 'voteAvg_voteAvg=(-0.001, 6.4]'})"
0.022081384236205422,"frozenset({'popularity_popularity=(0.0997, 16.712]', 'runtime_runtime=(20.0, 97.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.0376238619787737,"frozenset({'popularity_popularity=(0.0997, 16.712]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'runtime_runtime=(20.0, 97.0]', 'voteAvg_voteAvg=(-0.001, 6.4]'})"
0.04335797998088627,"frozenset({'popularity_popularity=(0.0997, 16.712]', 'runtime_runtime=(20.0, 97.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.022031084955485135,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'popularity_popularity=(0.0997, 16.712]', 'runtime_runtime=(20.0, 97.0]', 'voteAvg_voteAvg=(6.4, 10.0]'})"
0.026256224535989137,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'popularity_popularity=(0.0997, 16.712]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'runtime_runtime=(20.0, 97.0]'})"
0.05261304763341884,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'popularity_popularity=(0.0997, 16.712]', 'runtime_runtime=(20.0, 97.0]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.029072984256325134,"frozenset({'popularity_popularity=(0.0997, 16.712]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'runtime_runtime=(20.0, 97.0]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.03143705045017856,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'voteCount_voteCount=(-0.001, 193.0]', 'runtime_runtime=(20.0, 97.0]', 'voteAvg_voteAvg=(-0.001, 6.4]'})"
0.046023841859061415,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'runtime_runtime=(20.0, 97.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.050349580001005985,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'runtime_runtime=(20.0, 97.0]', 'voteAvg_voteAvg=(-0.001, 6.4]'})"
0.02691011518535285,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'runtime_runtime=(20.0, 97.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.025803531009506563,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'voteCount_voteCount=(-0.001, 193.0]', 'runtime_runtime=(20.0, 97.0]', 'voteAvg_voteAvg=(6.4, 10.0]'})"
0.036919672048689706,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'voteAvg_voteAvg=(6.4, 10.0]', 'runtime_runtime=(20.0, 97.0]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.0390322418389417,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'runtime_runtime=(20.0, 97.0]', 'voteAvg_voteAvg=(6.4, 10.0]'})"
0.023690961219254566,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'runtime_runtime=(20.0, 97.0]', 'releaseYear_releaseYear=(2016.0, 2025.0]', 'voteAvg_voteAvg=(6.4, 10.0]'})"
0.026356823097429708,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'voteCount_voteCount=(-0.001, 193.0]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'runtime_runtime=(20.0, 97.0]'})"
0.030682561239374278,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'voteCount_voteCount=(-0.001, 193.0]', 'runtime_runtime=(20.0, 97.0]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.06302499874251798,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'runtime_runtime=(20.0, 97.0]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.03465620441627685,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'runtime_runtime=(20.0, 97.0]', 'voteAvg_voteAvg=(-0.001, 6.4]'})"
0.10396861324883054,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'runtime_runtime=(20.0, 97.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.030380765555052563,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'runtime_runtime=(20.0, 97.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'releaseYear_releaseYear=(2025.0, 2026.0]'})"
0.053317237563502845,"frozenset({'releaseYear_releaseYear=(1901.999, 2016.0]', 'runtime_runtime=(20.0, 97.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.03053166339721342,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'runtime_runtime=(20.0, 97.0]', 'releaseYear_releaseYear=(2016.0, 2025.0]', 'voteAvg_voteAvg=(6.4, 10.0]'})"
0.038780745435340276,"frozenset({'voteAvg_voteAvg=(6.4, 10.0]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'runtime_runtime=(20.0, 97.0]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.04039032241838942,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'popularity_popularity=(0.0997, 16.712]', 'runtime_runtime=(97.0, 750.0]', 'voteAvg_voteAvg=(-0.001, 6.4]'})"
0.02384185906141542,"frozenset({'runtime_runtime=(97.0, 750.0]', 'popularity_popularity=(0.0997, 16.712]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.027966400080478848,"frozenset({'runtime_runtime=(97.0, 750.0]', 'popularity_popularity=(0.0997, 16.712]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'voteAvg_voteAvg=(-0.001, 6.4]'})"
0.026407122378149992,"frozenset({'runtime_runtime=(97.0, 750.0]', 'popularity_popularity=(0.0997, 16.712]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.02047180725315628,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'popularity_popularity=(0.0997, 16.712]', 'runtime_runtime=(97.0, 750.0]', 'voteAvg_voteAvg=(6.4, 10.0]'})"
0.0400885267340677,"frozenset({'voteAvg_voteAvg=(6.4, 10.0]', 'runtime_runtime=(97.0, 750.0]', 'popularity_popularity=(0.0997, 16.712]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.0414969065942357,"frozenset({'runtime_runtime=(97.0, 750.0]', 'popularity_popularity=(0.0997, 16.712]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'voteAvg_voteAvg=(6.4, 10.0]'})"
0.03279513102962628,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'popularity_popularity=(0.0997, 16.712]', 'runtime_runtime=(97.0, 750.0]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.05296514259846084,"frozenset({'runtime_runtime=(97.0, 750.0]', 'popularity_popularity=(0.0997, 16.712]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.04868970373723656,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'runtime_runtime=(97.0, 750.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.0436094763844877,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'runtime_runtime=(97.0, 750.0]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'voteAvg_voteAvg=(-0.001, 6.4]'})"
0.020371208691715707,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'runtime_runtime=(97.0, 750.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.020421507972435995,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'voteCount_voteCount=(-0.001, 193.0]', 'runtime_runtime=(97.0, 750.0]', 'voteAvg_voteAvg=(6.4, 10.0]'})"
0.09913988229968311,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'runtime_runtime=(97.0, 750.0]', 'voteAvg_voteAvg=(6.4, 10.0]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.07680700165987626,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'runtime_runtime=(97.0, 750.0]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'voteAvg_voteAvg=(6.4, 10.0]'})"
0.04210049796287913,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'runtime_runtime=(97.0, 750.0]', 'releaseYear_releaseYear=(2016.0, 2025.0]', 'voteAvg_voteAvg=(6.4, 10.0]'})"
0.021226296463960567,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'voteCount_voteCount=(-0.001, 193.0]', 'runtime_runtime=(97.0, 750.0]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.10633267944268397,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'runtime_runtime=(97.0, 750.0]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.041245410190634275,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'runtime_runtime=(97.0, 750.0]', 'releaseYear_releaseYear=(2016.0, 2025.0]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.043559177103767416,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'runtime_runtime=(97.0, 750.0]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.05729088074040541,"frozenset({'runtime_runtime=(97.0, 750.0]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.023238267692771993,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'runtime_runtime=(97.0, 750.0]', 'releaseYear_releaseYear=(2016.0, 2025.0]', 'voteAvg_voteAvg=(6.4, 10.0]'})"
0.1020069413007394,"frozenset({'runtime_runtime=(97.0, 750.0]', 'voteAvg_voteAvg=(6.4, 10.0]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.03696997132940999,"frozenset({'runtime_runtime=(97.0, 750.0]', 'voteAvg_voteAvg=(6.4, 10.0]', 'releaseYear_releaseYear=(2016.0, 2025.0]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.24103415321160906,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'popularity_popularity=(-0.001, 0.0997]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.06946330667471455,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'popularity_popularity=(-0.001, 0.0997]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'releaseYear_releaseYear=(2025.0, 2026.0]'})"
0.028972385694884563,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'popularity_popularity=(0.0997, 16.712]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'voteAvg_voteAvg=(-0.001, 6.4]'})"
0.10477340174035511,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'popularity_popularity=(0.0997, 16.712]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.04391127206880942,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'popularity_popularity=(0.0997, 16.712]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'releaseYear_releaseYear=(2025.0, 2026.0]'})"
0.0376238619787737,"frozenset({'popularity_popularity=(0.0997, 16.712]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.0312861526080177,"frozenset({'voteCount_voteCount=(-0.001, 193.0]', 'popularity_popularity=(0.0997, 16.712]', 'releaseYear_releaseYear=(2016.0, 2025.0]', 'voteAvg_voteAvg=(6.4, 10.0]'})"
0.0450178562446557,"frozenset({'voteAvg_voteAvg=(6.4, 10.0]', 'popularity_popularity=(0.0997, 16.712]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.02243347920124742,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'voteCount_voteCount=(-0.001, 193.0]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'voteAvg_voteAvg=(-0.001, 6.4]'})"
0.027815502238317993,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'voteCount_voteCount=(-0.001, 193.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.07303455560585484,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.021678989990443136,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'releaseYear_releaseYear=(2016.0, 2025.0]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.021829887832603995,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'voteCount_voteCount=(-0.001, 193.0]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'voteAvg_voteAvg=(6.4, 10.0]'})"
0.02831849504552085,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'voteCount_voteCount=(-0.001, 193.0]', 'releaseYear_releaseYear=(2016.0, 2025.0]', 'voteAvg_voteAvg=(6.4, 10.0]'})"
0.09712791107087168,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'voteAvg_voteAvg=(6.4, 10.0]', 'releaseYear_releaseYear=(1901.999, 2016.0]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.039987928172627134,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'voteAvg_voteAvg=(6.4, 10.0]', 'releaseYear_releaseYear=(2016.0, 2025.0]', 'voteCount_voteCount=(193.0, 30788.0]'})"
0.18052411850510539,"frozenset({'popularity_popularity=(-0.001, 0.0997]', 'runtime_runtime=(-0.001, 20.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'voteCount_voteCount=(-0.001, 193.0]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.0506513756853277,"frozenset({'popularity_popularity=(-0.001, 0.0997]', 'releaseYear_releaseYear=(2025.0, 2026.0]', 'runtime_runtime=(-0.001, 20.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'voteCount_voteCount=(-0.001, 193.0]'})"
0.04335797998088627,"frozenset({'runtime_runtime=(-0.001, 20.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'voteCount_voteCount=(-0.001, 193.0]', 'popularity_popularity=(0.0997, 16.712]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.048488506614355414,"frozenset({'popularity_popularity=(-0.001, 0.0997]', 'runtime_runtime=(20.0, 97.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'voteCount_voteCount=(-0.001, 193.0]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.038931643277501135,"frozenset({'runtime_runtime=(20.0, 97.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'voteCount_voteCount=(-0.001, 193.0]', 'popularity_popularity=(0.0997, 16.712]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.035662190030682564,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'voteCount_voteCount=(193.0, 30788.0]', 'runtime_runtime=(20.0, 97.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'releaseYear_releaseYear=(1901.999, 2016.0]'})"
0.02736280871183542,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'voteCount_voteCount=(193.0, 30788.0]', 'runtime_runtime=(20.0, 97.0]', 'voteAvg_voteAvg=(6.4, 10.0]', 'releaseYear_releaseYear=(1901.999, 2016.0]'})"
0.022483778481967708,"frozenset({'runtime_runtime=(97.0, 750.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'voteCount_voteCount=(-0.001, 193.0]', 'popularity_popularity=(0.0997, 16.712]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
0.033046627433227706,"frozenset({'voteCount_voteCount=(193.0, 30788.0]', 'runtime_runtime=(97.0, 750.0]', 'voteAvg_voteAvg=(6.4, 10.0]', 'popularity_popularity=(0.0997, 16.712]', 'releaseYear_releaseYear=(1901.999, 2016.0]'})"
0.037372365575172276,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'voteCount_voteCount=(193.0, 30788.0]', 'runtime_runtime=(97.0, 750.0]', 'voteAvg_voteAvg=(-0.001, 6.4]', 'releaseYear_releaseYear=(1901.999, 2016.0]'})"
0.0689603138675117,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'voteCount_voteCount=(193.0, 30788.0]', 'runtime_runtime=(97.0, 750.0]', 'voteAvg_voteAvg=(6.4, 10.0]', 'releaseYear_releaseYear=(1901.999, 2016.0]'})"
0.02992807202856999,"frozenset({'popularity_popularity=(16.712, 11474.647]', 'voteCount_voteCount=(193.0, 30788.0]', 'runtime_runtime=(97.0, 750.0]', 'voteAvg_voteAvg=(6.4, 10.0]', 'releaseYear_releaseYear=(2016.0, 2025.0]'})"
